,English,Hebrew
29832,"['smell', 'fragrance', 'odor']",ריח
29833,['basil (plant)'],ריחן
29834,['fragrant'],ריחני
29835,['fragrance'],ריחניות
29836,['rating'],ריטינג
29837,['(trademark) Ritalin (medication)'],ריטלין
29838,['rheumatologist'],רימטולוג
29839,['rheumatology'],רימטולוגיה
29840,['(medicine) rheumatic'],רימטי
29841,['(medicine) rheumatism'],רימטיזם
29842,['ringtone'],רינגטון
29843,['eyelash'],ריס
29844,['(Aramaic) canopy'],ריספק
29845,['risk'],ריסק
29846,['reef'],ריף
29847,"['(biblical) wheat groats', 'bulgur (also: burghul)']",ריפות
29848,"['run', '(sports) running', 'jogging', 'sprinting', 'בריצה - on the run']",ריצה
29849,"['shattering', 'smashing', 'crushing']",ריצוץ
29850,"['empty', 'vacant', 'unoccupied', 'unpopulated', 'vapid', 'hollow', 'vacuous']",ריק
29851,"['(physics, chemistry) vacuum']",ריק
29852,['(literary) a good-for-nothing'],ריקא
29853,['ricochet'],ריקושט
29854,['(flowery) emptiness'],ריקות
29855,['Reykjavik'],ריקיויק
29856,"['(literary) empty', '(Talmudic) ignorant person']",ריקן
29857,"['emptiness', 'vapidity', 'vacuousness']",ריקנות
29858,"['empty', 'vapid', 'vacuous']",ריקני
29859,['rickettsia (bacteria)'],ריקציה
29860,['rickshaw'],ריקשה
29861,"['saliva', 'mucus']",ריר
29862,['to drool'],ריר
29863,['(cooking) rare'],ריר
29864,"['mucous', 'mucose']",רירי
29865,['mucosity'],ריריות
29866,"['(medicine) mucosa', 'mucous membrane']",רירית
29867,"['Resh', 'the 20th letter of the Hebrew alphabet']",ריש
29868,['(literary) poverty'],ריש
29869,"['(Aramaic) introduction', 'preface', 'beginning', 'opening section', '(syntax) protasis', 'initial clause']",רישא
29870,['rhythm'],ריתמוס
29871,['rhythmic'],ריתמי
29872,['(sports) rhythmics'],ריתמיקה
29873,"['softness', 'delicateness', 'gentleness']",רך
29874,"['soft', 'tender', 'young', 'immature']",רך
29875,"['vehicle', 'car']",רכב
29876,['upper grindstone'],רכב
29877,['coachman'],רכב
29878,['to ride'],רכב
29879,"['cable car', 'cable railway', 'funicular']",רכבל
29880,['train'],רכבת
29881,['roller coaster'],רכבת הרים
29882,['riding'],רכוב
29883,['superposition'],רכוב
29884,"['concentration', 'assemblage']",רכוז
29885,['centralized'],רכוזי
29886,['centralization'],רכוזיות
29887,"['softening', '(military) weakening']",רכוך
29888,"['bent', 'hunched']",רכון
29889,['buttoned'],רכוס
29890,"['property', 'asset', 'possessions', '(accounting) credit']",רכוש
29891,"['materialistic', 'avaricious', 'possessive']",רכושני
29892,"['softness', 'gentleness', 'tenderness']",רכות
29893,"['softly', 'gently', 'tenderly']",רכות
29894,"['to be concentrated', 'to be assembled']",רכז
29895,"['to assemble', 'to gather', 'to concentrate', 'to focus']",רכז
29896,['coordinator'],רכז
29897,['component'],רכיב
29898,"['riding (a horse, donkey, bicycle)', '(sports) equestrianism', 'horsemanship']",רכיבה
29899,['componential'],רכיבי
29900,['-archy (suffix)'],רכיה
29901,"['mollusc', '(slang) ""worm""']",רכיכה
29902,['gossip'],רכיל
29903,['gossip'],רכילות
29904,['gossipy'],רכילותי
29905,"['bending over', 'bending down']",רכינה
29906,['segway (two-wheeled scooter)'],רכינוע
29907,"['purchase', 'acquisition', 'procurement', '(military) location']",רכישה
29908,"['to soften', '(military) to weaken']",רכך
29909,"['to be softened', 'to be weakened']",רכך
29910,['(colloquial) to gossip'],רכל
29911,['to peddle'],רכל
29912,"['gossipmonger', 'blabbermouth']",רכלן
29913,"['gossip', 'blather', 'prattle']",רכלנות
29914,['to bend forward'],רכן
29915,"['to button', 'to zip']",רכס
29916,"['ridge', 'range (of hills, mountains)']",רכס
29917,"['spineless', 'wimpish', 'indecisive']",רכרוכי
29918,"['to buy', 'to purchase', 'to acquire', 'to obtain']",רכש
29919,"['purchasing', 'acquisitions', 'procurement']",רכש
29920,"['relevant', 'pertinent']",רלונטי
29921,"['relevance', 'pertinence']",רלונטיות
29922,"['relative', 'proportional']",רלטיבי
29923,['relativism'],רלטיביזם
29924,['religious'],רליגיוזי
29925,['water rail (bird)'],רלית
29926,"['loud', 'high', 'senior', 'important', 'esteemed']",רם
29927,"['fraud', 'deception']",רמאות
29928,"['swindler', 'fraud']",רמאי
29929,['Ramadan (The ninth month in the Islamic calendar)'],רמדאן
29930,"['to deceive', 'to lie to']",רמה
29931,"['high region', 'hilly region', 'level', 'standard', 'concentration', 'stage', 'echelon', '(meteorology) barometric high']",רמה
29932,"['larva', 'maggot']",רמה
29933,['(biblical) to throw'],רמה
29934,['to be deceived'],רמה
29935,['pomegranate'],רמון
29936,['(munitions) grenade'],רמון
29937,['hand grenade'],רמון יד
29938,"['renovation', 'home improvement']",רמונט
29939,"['trampled', 'downtrodden']",רמוס
29940,"['to hint', 'to imply', 'to indicate']",רמז
29941,"['hint', 'clue', 'indication']",רמז
29942,['to hint'],רמז
29943,['traffic light'],רמזור
29944,['installation of traffic lights'],רמזור
29945,"['throwing spear', 'lance', 'pike (weapon)', '(fencing) foil']",רמח
29946,['Rami (Hebrew name)'],רמי
29947,['rummy'],רמי
29948,"['(flowery) fraud', 'deception', 'cheating']",רמיה
29949,"['hinting', 'indicating', 'insinuation']",רמיזה
29950,"['trampling', 'crushing']",רמיסה
29951,['(music) remix'],רמיקס
29952,['Ramla (name of city)'],רמלה
29953,"['to trample', 'to crush']",רמס
29954,['ramp'],רמפה
29955,['ember'],רמץ
29956,"['amplifier', 'loudspeaker']",רמקול
29957,"['insect', 'bug']",רמש
29958,"['to creep', 'to crawl', 'to swarm']",רמש
29959,['(flowery) to sing'],רן
29960,['Ran (Hebrew name)'],רן
29961,"['(literary) joy', 'gladness', 'elation']",רן
29962,['Rangoon'],רנגון
29963,['rand (monetary unit)'],רנד
29964,"['random', 'arbitrary']",רנדומלי
29965,"['(literary) joy', 'gladness', 'gaiety']",רנה
29966,"['(flowery) singing', 'slander', 'gossip (esp. in plural)']",רנון
29967,['X-ray machine'],רנטגן
29968,['pension'],רנטה
29969,['(chemistry) rhenium'],רניום
29970,"['(flowery) to sing', '(literary) to rejoice']",רנן
29971,"['(literary, rare) joy', 'gladness', 'singing']",רנן
29972,"['(flowery) to sing', 'to gossip']",רנן
29973,"['(flowery) singing', 'joy']",רננה
29974,['Renaissance'],רנסנס
29975,['table runner'],רנר
29976,['Rinat (Hebrew name)'],רנת
29977,"['restraint', 'moderation', 'restraining']",רסון
29978,['spraying'],רסוס
29979,"['breaking', 'shattering', 'mashing', 'pureeing']",רסוק
29980,"['dreadlock', 'Rastafari']",רסטה
29981,['(art) restorer'],רסטורטור
29982,['restoration'],רסטורציה
29983,['Rastafari'],רסטפרי
29984,['receiver (radio)'],רסיבר
29985,['(music) recital'],רסיטל
29986,"['shard', 'sliver', 'shrapnel', 'shred', 'trace']",רסיס
29987,"['to restrain', 'to control']",רסן
29988,"['to be restrained', 'to be checked', 'to be controlled']",רסן
29989,"['bridle', 'rein']",רסן
29990,['to spray'],רסס
29991,['to be sprayed'],רסס
29992,['responsive'],רספונסיבי
29993,"['to mash', 'to puree', 'to smash', 'to pulverize']",רסק
29994,"['to be mashed', 'to be pureed', 'to be smashed', 'to be pulverized']",רסק
29995,"['puree', 'paste']",רסק
29996,"['friend', 'comrade', 'buddy', 'colleague', 'neighbor', 'another']",רע
29997,"['bad', 'nasty', 'malicious', 'negative', 'wrong']",רע
29998,"['bad', 'evil', 'villain', 'trouble', 'ill']",רע
29999,"['evil', 'wickedness']",רע
30000,"['(biblical) thought', 'idea']",רע
30001,"['hunger', 'famine']",רעב
30002,"['hungry', 'starving', 'ravenous', 'famished']",רעב
30003,"['to starve', 'to be hungry']",רעב
30004,['(flowery) hunger'],רעבון
30005,['glutton'],רעבתן
30006,"['gluttony', 'voracity']",רעבתנות
30007,"['gluttonous', 'voracious', 'greedy']",רעבתני
30008,"['to shiver', 'to shake', 'to tremble', 'to quiver', 'to shudder']",רעד
30009,"['shivering', 'trembling']",רעד
30010,['(music) tremolo'],רעדוד
30011,"['to herd', 'to guide', 'to graze']",רעה
30012,"['evil', 'iniquity', 'bad deed', 'harm', 'trouble', 'tragedy', 'disaster']",רעה
30013,"['veiled', 'masked']",רעול
30014,"['rickety', 'dilapidated', 'weak', 'unstable', 'poor (condition)']",רעוע
30015,"['deep friendship', 'affection', 'fondness']",רעות
30016,['(biblical) grazing cattle'],רעי
30017,"['rattling', 'shaking', 'trembling']",רעידה
30018,['earthquake'],רעידת אדמה
30019,['wife'],רעיה
30020,"['idea', 'plan', 'proposal', 'theme', '(colloquial) goal', 'purpose']",רעיון
30021,['copywriter'],רעיונאי
30022,"['ideological', '(taxation) theoretical']",רעיוני
30023,"['poisonous', 'toxic']",רעיל
30024,['toxicity'],רעילות
30025,"['poison', 'toxin', 'evil', 'villainy']",רעל
30026,"['veil', 'scarf']",רעלה
30027,"['poisonous', 'toxic']",רעלי
30028,['toxin'],רעלן
30029,['toxicity'],רעלנות
30030,['toxemia'],רעלת
30031,['thunder'],רעם
30032,['to thunder'],רעם
30033,['mane'],רעמה
30034,"['refreshing', 'invigorating']",רענון
30035,"['to refresh', 'to invigorate']",רענן
30036,"['to be refreshed', 'to be invigorated']",רענן
30037,"['refreshed', 'invigorated']",רענן
30038,['vitality'],רעננות
30039,['roofing tile'],רעף
30040,"['(biblical) to rain', 'to drip', 'to pour']",רעף
30041,['to make noise'],רעש
30042,"['noise', 'sound', 'outrage', 'tumult', 'hullabaloo']",רעש
30043,"['rattle', 'noisemaker', 'grager (Purim noisemaker)', '(music) maraca']",רעשן
30044,"['noisy', 'loud', 'boisterous', 'vocal', 'vociferous']",רעשני
30045,"['(sports) bar (for high jumping, pole vaulting)', 'shelf', '(colloquial) standard']",רף
30046,"['to heal', 'to cure']",רפא
30047,['(art) to restore'],רפא
30048,['(art) to be restored'],רפא
30049,['(art) restorer'],רפא
30050,"['(literary) to heal', 'to cure', '(flowery) to be cured', 'to be healed']",רפא
30051,['(art) restoration'],רפאות
30052,['(art) restorer'],רפאי
30053,"['ghosts', 'spirits']",רפאים
30054,['Rephael (Hebrew name)'],רפאל
30055,['to be upholstered'],רפד
30056,"['to upholster', 'to line', 'to pad', 'to surround', 'to envelop (with love, affection)']",רפד
30057,['upholsterer'],רפד
30058,"['padding', 'pad', 'layer', 'bed']",רפד
30059,['upholstering'],רפדות
30060,"['(literary) weak', 'limp', '(grammar) lax']",רפה
30061,"['(flowery) to become weak', 'to become limp', 'to become flaccid']",רפה
30062,"['to loosen', 'to relax']",רפה
30063,"['medicine', 'recovery', 'cure']",רפואה
30064,['unconventional medicine'],רפואה לא קונבנציונלית
30065,['medical'],רפואי
30066,['dentistry'],רפואת שנים
30067,['republic'],רפובליקה
30068,['republican'],רפובליקני
30069,['republican (person)'],רפובליקני
30070,"['upholstery', 'lining', 'padding']",רפוד
30071,"['(medicine) treatment', 'therapy']",רפוי
30072,"['relaxed', 'limp', 'unstable', 'loose']",רפוי
30073,"['(medicine) treatment', 'therapy']",רפוי
30074,"['(medicine) treatment', 'therapy']",רפוי
30075,"['(medicine) treatment', 'therapy']",רפוי
30076,"['(medicine) treatment', 'therapy']",רפוי
30077,"['(medicine) treatment', 'therapy']",רפוי
30078,['reform'],רפורמה
30079,['reformer'],רפורמטור
30080,['(Judaism) Reform'],רפורמי
30081,['(Judaism) Reform (person)'],רפורמי
30082,"['(politics, economics) reformism']",רפורמיזם
30083,['reformist'],רפורמיסט
30084,"['(politics, economics) reformistic']",רפורמיסטי
30085,['Reformation (religious revolution in the 16th century)'],רפורמציה
30086,"['to wear out', 'to tatter']",רפט
30087,['Rafi (Hebrew name)'],רפי
30088,"['insole', 'stratus (cloud)', 'lining']",רפידה
30089,['raffia'],רפיה
30090,"['weakness', 'limpness', 'ברפיון - loosely']",רפיון
30091,"['flaccidity', 'weakness']",רפיסות
30092,['(medicine) reflux'],רפלוקס
30093,"['(theater) response', 'reply', 'retort', 'replica', 'duplicate']",רפליקה
30094,['reflective'],רפלקטיבי
30095,['reflex'],רפלקס
30096,['reflexology'],רפלקסולוגיה
30097,['reflexive'],רפלקסיבי
30098,"['reflection', 'contemplation']",רפלקסיה
30099,"['(flowery) to become weak', 'to become limp', 'to become flaccid']",רפס
30100,['raft'],רפסודה
30101,"['louver', 'slat']",רפפה
30102,['reprography'],רפרוגרפיה
30103,['(art) reproduction'],רפרודוקציה
30104,"['fluttering', 'cursory glance', 'scan', 'ברפרוף - cursorily']",רפרוף
30105,['representation'],רפרזנטציה
30106,"['repertoire', '(colloquial) vocabulary']",רפרטואר
30107,['repertorial'],רפרטוארי
30108,['referent'],רפרנט
30109,"['to flutter', 'to hover', 'to glance at', 'to scan']",רפרף
30110,"['hawk-moth', 'sphinx moth', 'hummingbird moth']",רפרף
30111,"['(cuisine) mousse', 'whip', 'dessert', 'custard']",רפרפת
30112,"['slops', 'mud', 'mire']",רפש
30113,"['dairy barn', 'cowshed', 'dairy farming']",רפת
30114,['bee bread'],רפתה
30115,['dairy farmer'],רפתן
30116,['to run'],רץ
30117,"['runner', 'sprinter', '(chess) bishop']",רץ
30118,"['to dart (eyes)', 'to flicker', 'to dance (sunbeams, light, flame)']",רצד
30119,"['to want to', 'to intend to', 'to want', 'to desire']",רצה
30120,"['to placate', 'to satisfy', 'to serve (time)']",רצה
30121,"['flickering', 'dancing (sunbeams, light, flame)', 'jitter', 'darting (eyes)']",רצוד
30122,['murdered'],רצוח
30123,"['desirable', 'wanted', 'welcome', 'advisable']",רצוי
30124,"['placation', 'serving (a prison sentence)']",רצוי
30125,"['desire', 'intent', 'wish', 'aspiration', 'will', 'decision', 'ברצון - willingly', 'כרצונו - as one wishes', 'as one sees fit', 'מרצון - willingly']",רצון
30126,['goodwill'],רצון טוב
30127,['willful'],רצוני
30128,"['strap', 'strip']",רצועה
30129,['the Gaza Strip'],רצועת עזה
30130,"['continuous', 'consecutive', 'sequential', 'sown', 'fraught', 'attached']",רצוף
30131,"['paving', 'flooring']",רצוף
30132,"['broken', 'smashed', 'fragmented']",רצוץ
30133,['murder'],רצח
30134,['to murder'],רצח
30135,"['murderousness', 'cruelty', 'ruthlessness', 'diabolicalness', 'treacherousness']",רצחנות
30136,"['murderous', 'cruel', 'ruthless', 'wrathful', 'furious']",רצחני
30137,['recidivism'],רצידיויזם
30138,"['willfulness', 'forethought']",רציה
30139,['rationale'],רציונל
30140,"['rational', 'logical', 'reasonable']",רציונלי
30141,['rationalism'],רציונליות
30142,['rationalism'],רציונליזם
30143,['rationalization'],רציונליזציה
30144,['rationalist'],רציונליסט
30145,['rationalistic'],רציונליסטי
30146,"['desirableness', 'desirability']",רציות
30147,['murder'],רציחה
30148,['seriousness'],רצינות
30149,['serious'],רציני
30150,"['platform (at a train station, bus station, port)']",רציף
30151,"['consecutive', 'sequential', 'continuous']",רציף
30152,"['consecutiveness', 'continuousness', 'ברציפות - consecutively', 'continuously']",רציפות
30153,['(genetics) recessive'],רצסיבי
30154,['to pierce'],רצע
30155,"['leather worker', 'belt maker']",רצען
30156,"['to pave', 'to floor']",רצף
30157,"['to be paved', 'to be floored']",רצף
30158,"['sequence', 'continuity', 'continuum', 'ברצף - consecutively', 'sequentially']",רצף
30159,['floorer'],רצף
30160,"['(biblical, rare) ember']",רצף
30161,"['floor', 'ground', 'Biblical name']",רצפה
30162,"['(biblical, rare) ember']",רצפה
30163,['flooring'],רצפות
30164,"['prescription', 'recipe']",רצפט
30165,['(biology) receptor'],רצפטור
30166,"['floor-standing', 'floor-installed', 'floor-mounted']",רצפתי
30167,"['saliva', 'spittle']",רק
30168,"['only', 'just', '(colloquial) except that', ""it's just that""]",רק
30169,"['(rare) to rot', 'to decompose', '(flowery) to fall into decadence']",רקב
30170,"['rot', 'decay', 'degeneration']",רקב
30171,['(said of soil) containing humus'],רקבובי
30172,['humus'],רקבובית
30173,"['decomposition', 'rotting', 'degeneration']",רקבון
30174,"['to dance', 'to prance', 'to frolic', '(slang) to wobble', 'shake']",רקד
30175,['dancer'],רקדן
30176,['(anatomy) temple'],רקה
30177,"['rotten', 'decaying', 'putrid', 'moldy', '(colloquial) crooked', 'corrupt', 'immoral', 'perfidious']",רקוב
30178,['dance'],רקוד
30179,['folk dance'],רקוד עם
30180,['relating to dance'],רקודי
30181,['requiem'],רקויאם
30182,['embroidered'],רקום
30183,['raccoon'],רקון
30184,['emptying'],רקון
30185,['reconstruction'],רקונסטרוקציה
30186,"['(metallurgy) beaten', 'hammer out']",רקוע
30187,"['(metallurgy) flattening', 'hammering out', 'thin strip (of metal)']",רקוע
30188,"['record', 'past']",רקורד
30189,['recursive'],רקורסיבי
30190,['recursion'],רקורסיה
30191,"['(pharmaceuticals) to concoct', 'to prepare', 'to make jam', 'to fabricate', 'to ""cook up""']",רקח
30192,['(weaponry) rocket'],רקטה
30193,['(anatomy) rectum'],רקטום
30194,['rector'],רקטור
30195,['of a rocket'],רקטי
30196,['rectal'],רקטלי
30197,['danceable (music)'],רקיד
30198,"['(flowery) heavens', 'firmament']",רקיע
30199,['stamping (of the feet)'],רקיעה
30200,"['(literary) cookie', 'biscuit']",רקיק
30201,"['to embroider', 'to weave', 'to prepare (a plan, dream)', 'to create', 'to develop', 'to nurture (a relationship, connection)']",רקם
30202,"['embroidery', '(figurative) tapestry']",רקמה
30203,['(biology) tissue'],רקמה
30204,['connective tissue'],רקמת חבור
30205,['to be emptied'],רקן
30206,['to be emptied'],רקן
30207,['to be emptied'],רקן
30208,['to be emptied'],רקן
30209,['to be emptied'],רקן
30210,['to be emptied'],רקן
30211,['background'],רקע
30212,"[""to stomp (one's foot)""]",רקע
30213,"['(metallurgy) to flatten', 'to hammer out']",רקע
30214,['cyclamen (plant)'],רקפת
30215,['Rakefet (Hebrew name)'],רקפת
30216,"['(talmudic) swamp', 'bog', 'marsh', 'bayou']",רקק
30217,['(literary) to spit'],רקק
30218,['(literary) to drool'],רר
30219,"['(flowery) poor', 'pauper']",רש
30220,"['allowed to (do something)', 'permitted', 'allowed']",רשאי
30221,['garden cress (plant)'],רשד
30222,['licensing'],רשוי
30223,"['negligence', 'carelessness', 'sloppiness']",רשול
30224,"['noting', 'writing', 'registering', 'registration', '(art) drawing', 'sketch', 'memory', 'aftermath', 'stamp', 'indication']",רשום
30225,"['written', 'registered']",רשום
30226,"['record', 'listing']",רשומה
30227,"['authority (postal, port, lands)']",רשות
30228,"['permission', 'authorization', 'optional', 'elective', 'possession', 'domain', 'ברשות - with permission', 'with approval']",רשות
30229,['networking'],רשות
30230,['license'],רשיון
30231,"[""driver's license""]",רשיון נהיגה
30232,['list'],רשימה
30233,['entry'],רשימון
30234,"['negligent', 'careless', 'sloppy', 'disorganized']",רשלן
30235,"['negligence', 'carelessness']",רשלנות
30236,"['negligent', 'careless', 'sloppy']",רשלני
30237,['impression'],רשם
30238,"['to write', 'to note', 'to list', 'to register', 'to draw', 'to sketch', '(medicine) to prescribe']",רשם
30239,['registrar'],רשם
30240,"['official', 'ceremonial']",רשמי
30241,"['officialdom', 'ceremoniousness', 'formality', 'ceremony']",רשמיות
30242,['officially'],רשמית
30243,['tape recorder'],רשמקול
30244,['sketch'],רשמת
30245,"['evil person', 'criminal']",רשע
30246,"['evil', 'malice']",רשע
30247,"['evilness', 'maliciousness']",רשעות
30248,['(literary) to spark'],רשף
30249,"['flash', 'flare', 'spark', 'Biblical name']",רשף
30250,['rustling'],רשרוש
30251,['to rustle'],רשרש
30252,['(biblical and literary) to be impoverished'],רשש
30253,['(biblical and literary) to be impoverished'],רשש
30254,['(biblical and literary) to be impoverished'],רשש
30255,['to net'],רשת
30256,"['net', 'screen', 'netting', 'mesh', 'network', 'Internet']",רשת
30257,['retina'],רשתית
30258,"['(literary) to treat favorably', 'to bear no grudge or jealousy against', '(Talmudic) to pity', 'to have mercy on']",רתה
30259,"['welding', 'soldering']",רתוך
30260,"['harnessed', 'bridled', 'committed', 'devoted']",רתום
30261,['(military) confinement'],רתוק
30262,"['confined', 'stuck']",רתוק
30263,['to boil'],רתח
30264,"['angry', 'hot-tempered', 'irascible']",רתחן
30265,['boiling'],רתיחה
30266,['harnessing'],רתימה
30267,"['recoiling', 'withdrawing', 'hesitation', 'restraint', 'fear of']",רתיעה
30268,"['to weld', 'to solder']",רתך
30269,['welder'],רתך
30270,"['to be welded', 'to be soldered']",רתך
30271,"['to bridle (an animal)', 'to hitch (an animal to a vehicle, implement)', 'to recruit']",רתם
30272,"['retama', 'broom (plant)']",רתם
30273,"['harness', 'bridle']",רתמה
30274,"['recoil', 'flinch', 'kick', 'withdrawal', 'retreat']",רתע
30275,"['to fascinate', 'to ""glue""', 'to confine']",רתק
30276,['(military) holding force'],רתק
30277,['(medicine) clonus'],רתת
30278,"['Shin', 'the 21st letter of the Hebrew alphabet', 'Shin', 'with a dot on the upper right', 'pronounced sh', 'Sin', 'with a dot on the upper left', 'pronounced s', 'three hundred']",ש
30279,"['that', 'which', 'who', 'whom', 'let', 'may (something happen)']",ש
30280,['Sh!'],שא
30281,"['to draw', 'to pump', 'to vacuum']",שאב
30282,"['to roar', 'to shout']",שאג
30283,"['roar', 'shout']",שאג
30284,"['roar', 'shout']",שאגה
30285,"['drawn', 'extracted', 'pumped']",שאוב
30286,['Shaul (Hebrew name)'],שאול
30287,['borrowed'],שאול
30288,['netherworld'],שאול
30289,"['(literary) tumult', 'noise']",שאון
30290,['leaven'],שאור
30291,['Shah (of Iran)'],שאח
30292,"['contempt', 'disgust', 'repugnance', 'derision', 'scorn']",שאט נפש
30293,"['drawing', 'pumping', 'extracting']",שאיבה
30294,['(biblical) destruction'],שאיה
30295,['borrowing'],שאילה
30296,"['questioning', 'asking', 'querying']",שאילה
30297,"['parliamentary question', '(Rabbinic literature) responsa', '(computing) query']",שאילתה
30298,"['aspiration', 'ambition']",שאיפה
30299,"['inhalation', 'breath']",שאיפה
30300,"['survivor', 'surviving relative']",שאיר
30301,"['to ask', 'to question', 'to query', '(literary) to request']",שאל
30302,['to borrow'],שאל
30303,"['question', 'query', '(colloquial) matter', 'issue', '(literary) request', 'wish', 'boon']",שאלה
30304,['questionnaire'],שאלון
30305,"['parliamentary question', '(Rabbinic literature) responsa', '(computing) query']",שאלתה
30306,"['complacent', 'smug', '(literary) tranquil', 'serene']",שאנן
30307,"['complacence', 'smugness', 'indifference']",שאננות
30308,['to inhale'],שאף
30309,"['to aspire', '(mathematics) to tend to']",שאף
30310,"['(slang) attractive young woman', ""'bombshell'""]",שאפה
30311,['(colloquial) well done! hats off to _'],שאפו
30312,"['ambitious', 'aspiring']",שאפתן
30313,['ambitiousness'],שאפתנות
30314,"['ambitious', 'aspiring']",שאפתני
30315,"['(slang) talented person', '(colloquial) shackle']",שאקל
30316,"['remainder', 'rest', 'others']",שאר
30317,"['relative', 'family member']",שאר
30318,"['(literary) kinswoman', 'female relative']",שארה
30319,['kinship'],שארות
30320,"['remainder', 'remnant', 'שאריות - leftovers']",שארית
30321,['tumor'],שאת
30322,"['to return', 'to repeat (an action)']",שב
30323,"['sliver', 'shaving', 'chip', '(computing) microchip']",שבב
30324,['to capture'],שבה
30325,"[""(biblical) one of the twelve precious stones in the High Priest's breast plate"", 'agate']",שבו
30326,['(metallurgy) chipping'],שבוב
30327,"['(slang) finished', 'dead beat', 'worn out', 'exhausted', '(slang) depressed']",שבוז
30328,"['praising', '(rare form) improvement']",שבוח
30329,['cloning'],שבוט
30330,['turbot (fish)'],שבוט
30331,['cloning'],שבוט
30332,"['captive', 'prisoner']",שבוי
30333,"['captured', 'entrenched', 'bound (ideologically)']",שבוי
30334,['(botany) spikelet'],שבולית
30335,['week'],שבוע
30336,"['oath', 'pledge']",שבועה
30337,['(publishing) weekly'],שבועון
30338,"['(Jewish ritual) Shavuot', 'Feast of Weeks', 'Pentecost']",שבועות
30339,['weekly'],שבועי
30340,['weekly'],שבועית
30341,"['setting (of a gemstone)', 'integration', 'placement', 'assigning']",שבוץ
30342,"['broken', 'fractured', 'cracked', 'depressed', 'despondent', '(slang) fed up with', 'sick of']",שבור
30343,"['disruption', 'mistake', 'error']",שבוש
30344,"['praise', '(law) improvement', 'appreciation']",שבח
30345,"['to praise', 'to glorify', 'to exalt']",שבח
30346,['to be praised'],שבח
30347,"['tribe', '(colloquial) clan', 'chapter', 'branch (of a youth group)']",שבט
30348,['Shvat (fifth month in Hebrew calendar)'],שבט
30349,"['rod', 'stick', 'staff', 'switch', 'thin branch', 'scepter', 'rulership']",שבט
30350,['to clone'],שבט
30351,['to be cloned'],שבט
30352,['horsetail (plant)'],שבטבט
30353,['tribal'],שבטי
30354,"['captivity', 'imprisonment']",שבי
30355,"['(literary) spark', 'flash', 'scrap', 'fragment']",שביב
30356,['capture'],שביה
30357,['comet'],שביט
30358,"['path', 'trail', 'walkway', '(hairdressing) part', 'parting']",שביל
30359,"['(astronomy) the Milky Way', 'the Galaxy']",שביל החלב
30360,['table runner'],שבילה
30361,['coif'],שביס
30362,['(literary) satiation'],שביעה
30363,['seventh'],שביעי
30364,"['septuplet', 'seven', '(music) septet']",שביעיה
30365,"['seventh', '1/7']",שביעית
30366,"['fragile', 'breakable']",שביר
30367,"['breaking', '(medicine) fracture', 'breach', 'refraction']",שבירה
30368,"['fragility', 'fragileness']",שבירות
30369,"['strike', 'walkout', '(talmudic, Jewish law) cessation from work']",שביתה
30370,"['cease-fire', 'armistice', 'truce']",שביתת נשק
30371,"['(clothing) train', '(philately) tab', 'trail', 'wake']",שבל
30372,"['snail', '(food) escargot', '(anatomy) cochlea', '(music) scroll (in stringed instruments)']",שבלול
30373,"['stencil', 'template', 'mold', 'model']",שבלונה
30374,"['ear (of corn)', 'stalk (of grain)', '(botany) spike']",שבלת
30375,['satiation'],שבע
30376,"['to be satiated', 'to be full (of food)', 'to sate']",שבע
30377,['seven (female)'],שבע
30378,"['satiated', 'full (of food)', 'sated']",שבע
30379,['seventeen (female)'],שבע עשרה
30380,['seven (male)'],שבעה
30381,"[""(colloquial) (Jewish ritual) shiv'ah"", 'seven days of mourning after the death of a family member']",שבעה
30382,['(flowery) satiation'],שבעה
30383,['seventeen (male)'],שבעה עשר
30384,"['The Fast of Tammuz', 'Tammuz 17 (commemorates the first breach in the walls of Jerusalem by the Babylonians)']",שבעה עשר בתמוז
30385,['satiation'],שבעות
30386,"['seventy', 'השבעים - seventy']",שבעים
30387,['(Christianity) The Seven Deadly Sins'],שבעת החטאים
30388,['seven wonders of the world'],שבעת פלאי עולם [תבל]
30389,"['(literary) many times over', 'much much more', '(flowery) seven times over']",שבעתים
30390,"['to set (a gemstone)', 'to integrate', '(literature) to interweave', 'to assign (a person to a job, a student to a class)']",שבץ
30391,"['stroke', 'cerebrovascular accident', '(slang) shock']",שבץ
30392,"['to be placed', 'to be positioned', 'to be integrated', 'to be assigned', 'to be appointed']",שבץ
30393,"['to die', 'to pass away', '(flowery) to leave', 'to abandon', '(slang) to be exhausted', 'to be dead tired']",שבק
30394,"['to smash', 'to shatter']",שבר
30395,"['break', 'fracture', 'fragment', 'shard', 'piece', 'rift', 'שברים - (Jewish ritual) Shvarim', 'broken short sounds of the shofar']",שבר
30396,['(mathematics) fraction'],שבר
30397,"['(biblical) grain', '(flowery) livelihood', 'means of subsistence']",שבר
30398,"['(biblical) meaning', 'intent']",שבר
30399,"['to break', 'to shatter', 'to fracture', 'to breach']",שבר
30400,"['(biblical) to buy grain', 'to purchase food']",שבר
30401,['to break the ice'],שבר [הפשיר] את הקרח
30402,"['shred', 'trace', 'fraction']",שבריר
30403,"['frail', 'feeble']",שברירי
30404,"['frailty', 'fragility', 'feebleness']",שבריריות
30405,"['to disrupt', 'to garble']",שבש
30406,['to be disrupted'],שבש
30407,['weather vane'],שבשבת
