,index,English,Hebrew
3274,10374,silk,משי
3275,10375,feminine,נשי
3276,10377,do,עשי
3277,10380,hard,קשי
3278,10382,sixth,ששי
3279,10383,put,תשי
3280,10384,testicle,אשך
3281,10387,your,דשך
3282,10391,dark,חשך
3283,10396,duration,משך
3284,10397,usury,נשך
3285,10399,mold,עשך
3286,10402,straw,קשך
3287,10405,pull,תשך
3288,10406,tamarisk,אשל
3289,10407,mature,בשל
3290,10416,failure,כשל
3291,10418,parable,משל
3292,10424,failure,קשל
3293,10425,Rachel,רשל
3294,10430,rain,גשם
3295,10431,there,דשם
3296,10439,opal,לשם
3297,10443,smoky,עשם
3298,10446,magic,קשם
3299,10449,put,תשם
3300,10453,fertilizer,דשן
3301,10459,Old,ישן
3302,10462,from,משן
3303,10465,smoke,עשן
3304,10471,sleep,תשן
3305,10478,Jess,זשס
3306,10496,sin,גשע
3307,10497,nine,דשע
3308,10501,dark,חשע
3309,10503,salvation,ישע
3310,10506,hour,משע
3311,10507,nine,נשע
3312,10509,amused,עשע
3313,10510,crime,פשע
3314,10513,evil,רשע
3315,10515,nine,תשע
3316,10516,wizard,אשף
3317,10523,revealed,חשף
3318,10526,magic,כשף
3319,10529,ball,נשף
3320,10531,wizard,עשף
3321,10537,sorcerer,תשף
3322,10541,splashed,דשץ
3323,10544,Zach,זשץ
3324,10548,as,כשץ
3325,10551,bite,נשץ
3326,10553,mold,עשץ
3327,10555,chirping,צשץ
3328,10567,desire,חשק
3329,10577,squeal,צשק
3330,10582,which,אשר
3331,10583,meat,בשר
3332,10584,bridge,גשר
3333,10592,kosher,כשר
3334,10594,minister,משר
3335,10597,ten,עשר
3336,10598,meaning,פשר
3337,10600,link,קשר
3338,10603,tip,תשר
3339,10606,tracker,גשש
3340,10611,fear,חשש
3341,10617,bitten,נשש
3342,10623,rustle,רשש
3343,10625,six,תשש
3344,10626,wife,אשת
3345,10632,brass,זשת
3346,10638,from,משת
3347,10639,woman,נשת
3348,10646,six,ששת
3349,10650,Gatha,גתא
3350,10656,aunt,טתא
3351,10663,Ata,עתא
3352,10664,suddenly,פתא
3353,10668,cell,שתא
3354,10669,cell,תתא
3355,10677,chopper,חתב
3356,10682,from,מתב
3357,10683,router,נתב
3358,10688,scribe,קתב
3359,10692,badge,אתג
3360,10701,tag,יתג
3361,10703,tag,לתג
3362,10704,switch,מתג
3363,10705,switch,נתג
3364,10712,tag,שתג
3365,10713,tag,תתג
3366,10723,stake,יתד
3367,10726,gauge,מתד
3368,10729,future,עתד
3369,10731,side,צתד
3370,10732,cathode,קתד
3371,10734,that,שתד
3372,10745,tea,יתה
3373,10746,class,כתה
3374,10748,dead,מתה
3375,10751,now,עתה
3376,10754,Catha,קתה
3377,10757,tea,תתה
3378,10760,ghetto,גתו
3379,10769,Leto,לתו
3380,10771,gave,נתו
3381,10772,autumn,סתו
3382,10778,drink,שתו
3383,10779,give,תתו
3384,10786,splashed,זתז
3385,10789,splash,יתז
3386,10791,splash,לתז
3387,10792,splash,מתז
3388,10793,sprinkle,נתז
3389,10794,Seth,סתז
3390,10801,splash,תתז
3391,10809,cut,חתח
3392,10810,beat,טתח
3393,10812,force,כתח
3394,10815,chunk,נתח
3395,10818,opening,פתח
3396,10821,boiled,רתח
3397,10823,strain,תתח
3398,10836,Matt,מתט
3399,10840,patty,פתט
3400,10846,ethical,אתי
3401,10849,religious,דתי
3402,10853,Hittite,חתי
3403,10856,class,כתי
3404,10857,to,לתי
3405,10862,gullible,פתי
3406,10864,Kathy,קתי
3407,10866,two,שתי
3408,10867,under,תתי
3409,10874,yours,זתך
3410,10875,cut,חתך
3411,10877,your,יתך
3412,10881,alloy,נתך
3413,10882,suture,סתך
3414,10883,now,עתך
3415,10887,welder,רתך
3416,10888,drink,שתך
3417,10890,Ethel,אתל
3418,10898,roll,טתל
3419,10910,graft,שתל
3420,10911,mount,תתל
3421,10912,you,אתם
3422,10914,Gotham,גתם
3423,10919,underwriter,חתם
3424,10922,stain,כתם
3425,10924,dead,מתם
3426,10926,mere,סתם
3427,10927,now,עתם
3428,10929,closed,צתם
3429,10931,harness,רתם
3430,10933,give,תתם
3431,10934,you,אתן
3432,10935,daughter,בתן
3433,10941,groom,חתן
3434,10943,May,יתן
3435,10944,jackass,כתן
3436,10946,giving,מתן
3437,10947,Nathan,נתן
3438,10948,urine,סתן
3439,10950,adder,פתן
3440,10954,urine,שתן
3441,10955,give,תתן
3442,10964,flew,טתס
3443,10973,fly,צתס
3444,10975,ratchet,רתס
3445,10983,and,ותע
3446,10990,from,מתע
3447,10993,now,עתע
3448,10994,suddenly,פתע
3449,10995,plant,צתע
3450,10997,recoil,רתע
3451,10998,what,שתע
3452,11010,shoulder,כתף
3453,11014,Seth,סתף
3454,11019,basement,רתף
3455,11029,cut,חתץ
3456,11030,jump,טתץ
3457,11047,stuck,דתק
3458,11049,seniority,ותק
3459,11052,tap,טתק
3460,11053,bag,יתק
3461,11056,sweetness,מתק
3462,11059,huge,עתק
3463,11060,note,פתק
3464,11062,click,קתק
3465,11063,hook,רתק
3466,11066,site,אתר
3467,11068,gether,גתר
3468,11070,heather,התר
3469,11075,remainder,יתר
3470,11076,crown,כתר
3471,11079,carbonate,נתר
3472,11080,secret,סתר
3473,11087,let,תתר
3474,11091,dash,דתש
3475,11100,weakening,מתש
3476,11102,Seth,סתש
3477,11107,shrill,רתש
3478,11108,six,שתש
3479,11110,signalman,אתת
3480,11112,Goth,גתת
3481,11117,hatt,חתת
3482,11119,sub,יתת
3483,11120,sect,כתת
3484,11122,gift,מתת
3485,11124,stonemason,סתת
3486,11130,drink,שתת
3487,11131,give,תתת
