,Gmatria Value,English,Hebrew
22312,366,['married (male)'],נשוי
22313,376,['bitten'],נשוך
22314,386,"['banishment', 'expulsion', 'disinheritance']",נשול
22315,396,"['assessee', 'tax-payer']",נשום
22316,436,['(phonetics) aspirating'],נשוף
22317,456,"['kissing', 'osculation']",נשוק
22318,557,"['to be entwined', 'to be braided', '(literary) to be woven', 'to be embroidered', 'to be intertwined']",נשזר
22319,367,"['to be slaughtered', 'to be butchered']",נשחט
22320,458,"['to be eroded', 'to be worn down', 'to be pulverized']",נשחק
22321,367,"['(rare) to be spread out', 'to be flattened', 'to be claimed', 'to be presented']",נשטח
22322,439,"['to be washed', 'to be rinsed', 'to be washed away', 'to be flooded']",נשטף
22323,360,"['feminine', 'effeminate']",נשי
22324,361,"['president', 'chairman', 'leader']",נשיא
22325,366,"['bearing', 'carrying', 'transport', 'upturning', 'elevating', 'delivery (of a speech, address, prayer)']",נשיאה
22326,767,"['presidency', 'chairmanship', 'directorate']",נשיאות
22327,777,['presidential'],נשיאותי
22328,411,"['(biblical) rain clouds', 'heavy clouds']",נשיאים
22329,365,['(flowery) forgetfulness'],נשיה
22330,766,['femininity'],נשיות
22331,385,['bite'],נשיכה
22332,395,"['shedding', 'sloughing']",נשילה
22333,405,"['breathing', 'respiration', 'breath']",נשימה
22334,810,['respiratory'],נשימתי
22335,445,"['exhalation', 'blow']",נשיפה
22336,465,"['kiss', '(colloquial) meringue cookie']",נשיקה
22337,560,['(botany) deciduous'],נשיר
22338,565,"['molting', 'shedding', '(education system) dropout']",נשירה
22339,760,['(medicine) sciatica'],נשית
22340,370,['to bite'],נשך
22341,370,['(biblical) interest (banking)'],נשך
22342,370,['to be bitten'],נשך
22343,370,['to be bitten'],נשך
22344,370,"['to bite', 'to sting']",נשך
22345,372,['to lie down'],נשכב
22346,378,['to be forgotten'],נשכח
22347,378,['forgotten'],נשכח
22348,784,['obliteration'],נשכחות
22349,420,"['biting (child, dog, rodent)']",נשכן
22350,420,"['teether', 'teething ring']",נשכן
22351,570,"['to be hired', 'to be employed', 'to be rented (car, equipment)']",נשכר
22352,570,"['to benefit', 'to profit']",נשכר
22353,380,"['to shed', 'to slough off']",נשל
22354,380,['(zoology) slough'],נשל
22355,380,"['to banish', 'to expel', 'to disinherit']",נשל
22356,380,"['to be banished', 'to be expelled', 'to be disinherited']",נשל
22357,388,"['to be sent', 'to be dispatched']",נשלח
22358,389,"['to be ruled by', 'to be controlled by']",נשלט
22359,410,"['to be discounted', 'to be rejected', 'to be revoked']",נשלל
22360,420,"['to be completed', 'to be concluded']",נשלם
22361,460,"['to be drawn', 'to be removed']",נשלף
22362,480,['to be scalded (with boiling water in preparation for eating)'],נשלק
22363,390,"['to breathe', '(biology) to respirate', 'to inhale']",נשם
22364,390,"['(vehicle) breather pipe', '(industry) breather valve']",נשם
22365,394,"['to be destroyed', 'to be obliterated', 'to be eradicated']",נשמד
22366,395,"['soul', 'spirit', '(flowery) essence', 'gist']",נשמה
22367,399,"['to fall', 'to be dropped', 'to be missing']",נשמט
22368,460,"['to be heard', 'to be voiced', 'to sound (happy, sad, suspicious)', 'to be listened to', 'to obey', '(law) to have a hearing']",נשמע
22369,590,"['to be kept', 'to be safeguarded', 'to be maintained', 'to be saved', 'to be reserved', 'to be observed', 'to be fulfilled (a rule, regulation, directive)']",נשמר
22370,405,['to be repeated'],נשנה
22371,706,"['(slang) nosh', 'snack']",נשנוש
22372,806,['repeatability'],נשנות
22373,500,"['to be strangulated', 'to be constricted']",נשנק
22374,700,"['(slang) to snack', 'to nibble']",נשנש
22375,470,"['to be leaned against', 'to lean on', 'to depend on', 'to rely on', 'to be based on']",נשען
22376,430,"['to blow', 'to exhale', 'to play (a wind instrument)']",נשף
22377,430,"['ball', 'party', 'reception']",נשף
22378,956,"['masked ball', 'masquerade']",נשף מסכות
22379,435,"['(literary, rare) steep and smooth']",נשפה
22380,439,"['to be judged', 'to be charged', 'to be sentenced']",נשפט
22381,450,['to be spilled'],נשפך
22382,830,['to be set (a pot on a fire)'],נשפת
22383,450,['to kiss'],נשק
22384,450,"['to interface', 'to meet']",נשק
22385,450,['to kiss'],נשק
22386,450,['weapon'],נשק
22387,450,"['armorer', 'weaponeer']",נשק
22388,450,['to be kissed'],נשק
22389,793,['nuclear weapon'],נשק גרעיני
22390,1315,['weapon of mass destruction'],נשק השמדה המונית
22391,885,['unconventional weapons'],נשק לא קונבנציונלי
22392,465,['armory'],נשקיה
22393,480,"['to be weighed', 'to weigh (oneself)', 'to be examined', 'to be considered']",נשקל
22394,500,['(colloquial) kisser'],נשקן
22395,530,"['to be viewed', 'to be seen', 'to be perceived', 'to be foreseen', 'to be expected', '(flowery) to look', 'to watch', 'to observe']",נשקף
22396,550,"['to fall', 'to drop', '(education system) to drop out']",נשר
22397,550,['vulture'],נשר
22398,554,['(rare) to survive'],נשרד
22399,559,"['to be scratched', 'to be scraped']",נשרט
22400,560,['vulturine'],נשרי
22401,570,"['to lumber', 'to trudge', 'to follow', 'to tag along', 'to trail behind']",נשרך
22402,630,"['to be burned', '(colloquial) to be sunburned']",נשרף
22403,950,"['fallout', 'waste']",נשרת
22404,750,['(biblical) to become dry'],נשת
22405,755,['to be drunk (a drink)'],נשתה
22406,780,['to be planted'],נשתל
22407,452,"['(shipping) navigator', '(computing) router']",נתב
22408,452,"['to guide', 'to direct', 'to route']",נתב
22409,452,"['to be guided', 'to be directed', 'to be routed']",נתב
22410,858,['navigation'],נתבות
22411,522,"['(law) defendant', 'respondent']",נתבע
22412,522,"['to be demanded to (do something)', '(law) to be sued']",נתבע
22413,458,"['guiding', 'directing', 'routing']",נתוב
22414,464,"['(medicine) operation', 'surgery']",נתוח
22415,464,"['analysis', 'investigation']",נתוח
22416,474,['(medicine) surgical'],נתוחי
22417,474,['analytical'],נתוחי
22418,506,"['item of data', 'a single piece of data', 'datum', 'נתונים - data']",נתון
22419,506,"['placed', 'situated', 'liable to', 'subjected to', 'given']",נתון
22420,546,"['smashing', 'shattering', 'breaking']",נתוץ
22421,556,"['severing', 'cutting', 'cutoff (of electricity, water, telephone service)', 'separation', 'severance (of relations)']",נתוק
22422,656,"['jumping', 'hopping']",נתור
22423,457,"['spray', 'ricochet']",נתז
22424,457,"['to be sprayed (water, sparks, shrapnel)']",נתז
22425,458,['to operate on'],נתח
22426,458,"['to analyze', 'to investigate', '(grammar) to parse']",נתח
22427,458,"['(medicine) to be operated on', 'to undergo surgery']",נתח
22428,458,"['piece', 'chunk', 'share']",נתח
22429,458,"['analyzer', 'analyst']",נתח
22430,460,"['to be inserted into', 'to be stuffed into']",נתחב
22431,498,"['to be designated', 'to be bordered']",נתחם
22432,462,"['path', 'track', 'lane', 'route', 'course', 'direction']",נתיב
22433,468,['(medicine) operable'],נתיח
22434,473,['dissection'],נתיחה
22435,480,['(electricity) fuse'],נתיך
22436,510,"['citizen', 'subject']",נתין
22437,515,"['giving', 'כנתינתו - as is']",נתינה
22438,916,['citizenship'],נתינות
22439,560,['detachable'],נתיק
22440,470,['alloy'],נתך
22441,470,"['(literary) to flow', 'to pour', 'to be melted (metal)']",נתך
22442,520,"['may occur', 'may be']",נתכן
22443,520,"['to be fitted', 'to be made according to a plan']",נתכן
22444,485,"['to hang from', 'to be hung', 'to be hanged']",נתלה
22445,780,"['to be torn off from', 'to be torn away from']",נתלש
22446,510,"['needy person', 'pauper']",נתמך
22447,510,"['to rest on', 'to be supported by']",נתמך
22448,500,"['to give', 'to allow to', 'to permit to']",נתן
22449,500,['Natan (Hebrew name)'],נתן
22450,500,"['to be given', 'to be allowed', 'to be possible', '(law) to be handed down', 'to be issued', 'to be publicized']",נתן
22451,500,"['allowed', 'permitted']",נתן
22452,531,"[""Netanel (also: Netan'el) (Hebrew name)""]",נתנאל
22453,515,['Netania'],נתניה
22454,522,"['despicable', 'contemptible', 'abominable']",נתעב
22455,590,"['to be caught', 'to be conceived', 'to be understood', 'to be perceived', 'to be considered', 'to be interpreted', 'to be taken', 'to be occupied', 'to be confiscated', '(colloquial) to be pulled (a muscle, joint)']",נתפס
22456,730,"['to be sewn', 'to be stitched']",נתפר
22457,540,"['to shatter', 'to break', 'to smash']",נתץ
22458,540,"['to be shatter', 'to be broken', 'to be smashed']",נתץ
22459,550,"['to disconnect', 'to cut off (electricity, water, telephone service)', 'to separate', 'to sever (relations)']",נתק
22460,550,"['to be cut', 'to be severed', 'to unravel', 'to come loose', 'to be cut off (electricity, water, telephone service)', 'to be torn off', 'to be separated from']",נתק
22461,550,"['rift', 'disconnection', '(electricity) fuse']",נתק
22462,550,"['to be disconnected', 'to be cut off (electricity, water, telephone service)', 'to be separated', 'to be severed (relations)']",נתק
22463,580,"['to bump into', 'to encounter', 'to chance upon']",נתקל
22464,620,"['to be thrust into', 'to be stuck', '(colloquial) to hit', 'to bump into']",נתקע
22465,620,['to be sounded (a horn)'],נתקע
22466,630,['to be stricken'],נתקף
22467,630,"['attackee', 'victim of an attack']",נתקף
22468,650,"['sodium carbonate', '(biblical) lye']",נתר
22469,650,"['to jump', 'to hop']",נתר
22470,690,['to be donated'],נתרם
22471,700,['sodium'],נתרן
22472,750,"['(biblical) to uproot', 'to remove']",נתש
22473,750,['(biblical) to be removed'],נתש
22474,60,"['Samekh', 'the 15th letter of the Hebrew alphabet', 'sixty']",ס
22475,63,"['(literary) to defile', 'to sully', 'to corrupt (morally)']",סאב
22476,66,['seah (biblical measure of liquid or grain)'],סאה
22477,190,['Sao Paulo'],סאו פאולו
22478,69,"['(flowery) very dirty', 'filthy', 'defiled']",סאוב
22479,69,"['defilement', 'filth', 'corruption']",סאוב
22480,97,['Seoul'],סאול
22481,117,"['noise', 'commotion', 'din']",סאון
22482,121,['sound quality'],סאונד
22483,122,['sauna'],סאונה
22484,74,['(slang) bravo! Good going!'],סאחה
22485,111,['Sami (Lapp)'],סאמי
22486,111,"['to be noisy', 'to be loud']",סאן
22487,166,"['sake (also: saki)', 'Japanese alcoholic drink']",סאקה
22488,171,"['sake (also: saki)', 'Japanese alcoholic drink']",סאקי
22489,62,"['old', 'elderly', 'hoary']",סב
22490,62,['grandfather'],סב
22491,62,"['to revolve', 'to turn', 'to spin', 'to focus on']",סב
22492,62,"['(medicine) peri- (perinatal, peridontal)']",סב
22493,63,"['(colloquial) grandfather', 'grandpa', 'granddad']",סבא
22494,63,['grandfather'],סבא
22495,63,"['(literary) to get drunk', 'to drink to the point of drunkenness', 'to overimbibe']",סבא
22496,266,['great-grandfather'],סבא רבא
22497,64,['International Atomic Energy Agency \u200f- IAEA'],"סבא""א"
22498,469,['grandfatherhood'],סבאות
22499,73,['grandfatherly'],סבאי
22500,64,"['to surround', 'to encircle', 'to revolve', 'to rotate', 'to turn', 'to change direction', 'to traverse', 'to wander around', 'to spread out', 'to go around']",סבב
22501,64,"['rotation', 'revolution', 'round', 'tour', 'walk-about']",סבב
22502,64,"['(literary) to cause', 'to set in motion', 'to bring about', '(literary) to wander hither and thither', 'to walk around something', 'to surround']",סבב
22503,64,"['(literary) to be caused', 'to be set in motion', '(literary) to be encircled', 'to be surrounded']",סבב
22504,64,"['(astronomy) rotation', 'revolution']",סבב
22505,69,"['(slang) terrific', 'wonderful', 'great']",סבבה
22506,67,"['cause', 'reason']",סבה
22507,67,['grandmother'],סבה
22508,88,"['complication', 'entanglement']",סבוך
22509,88,"['complicated', 'complex', 'tangled']",סבוך
22510,504,['complexity'],סבוכיות
22511,118,"['soap', '(slang) naive person']",סבון
22512,118,"['soaping', 'lathering', 'washing', '(colloquial) fabrication']",סבון
22513,133,['soap dish'],סבוניה
22514,268,"['to be of the opinion that', 'to think that', 'to feel that']",סבור
22515,268,"['(rare) interpretation (music)', 'explanation']",סבור
22516,274,"['seborrhea', 'overactivity of the sebaceous glands']",סבוראה
22517,319,['(Aramaic) (Jewish history) Savoraim (Babylonian sages of the sixth century C.E.)'],סבוראים
22518,240,"['subtext', 'implicit meaning of a text']",סבטקסט
22519,78,['guzzling'],סביאה
22520,74,['around'],סביב
22521,74,['around'],סביב
22522,79,"['surroundings', 'neighborhood', 'environs', 'environment', 'region', 'area', 'בסביבת - near', 'in the area of']",סביבה
22523,110,['(machinery) swivel'],סביבול
22524,130,"['spinning top', 'dreidel']",סביבון
22525,480,"['environment', 'around', 'approximately', 'בסביבות - around', 'near', 'בסביבות - approximately']",סביבות
22526,484,['environmental'],סביבתי
22527,930,['environmentalism'],סביבתנות
22528,128,"['groundsel', 'yellow-weed']",סביון
22529,92,"['entangled', 'intertwined']",סביך
22530,498,['complexity'],סביכות
22531,102,['passive'],סביל
22532,102,"['sebil', 'public water fountain']",סביל
22533,508,"['(obsolete) tolerance', 'stamina', 'endurance', 'passivity', 'passiveness']",סבילות
22534,117,['Seville'],סביליה
22535,272,"['reasonable', 'logical', 'it is reasonable to assume that', 'it is possible that', 'fair', 'fine']",סביר
22536,678,"['probability', 'likelihood', 'reasonableness']",סבירות
22537,472,"['(computing) binary number', 'bit']",סבית
22538,82,"['to be complicated', 'to be entangled', 'to be embroiled']",סבך
22539,82,['(anatomy) gastrocnemius'],סבך
22540,82,"['(flowery) thicket', 'lair']",סבך
22541,82,"['entanglement', 'thicket', 'imbroglio']",סבך
22542,82,"['to complicate', 'to entangle', 'to embroil']",סבך
22543,87,"['net', 'lattice', 'grille']",סבכה
22544,92,['warbler (bird)'],סבכי
22545,92,"['suffering', 'pain', 'hardship']",סבל
22546,92,"['to suffer', 'to tolerate']",סבל
22547,92,"['porter', 'carrier']",סבל
22548,554,['(literary) gifts given by a bride and groom to one another after their engagement'],סבלונות
22549,498,['portage'],סבלות
22550,142,"['patient', 'tolerant']",סבלן
22551,548,['patience'],סבלנות
22552,152,"['patient', 'tolerant', 'restrained']",סבלני
22553,492,"['tolerance', 'stamina', 'endurance']",סבלת
22554,492,"['tolerance', 'stamina', 'endurance (non-standard form)']",סבלת
22555,112,"['to soap', 'to lather', '(slang) to deceive', 'to fool']",סבן
22556,112,"['to be soaped', 'to be lathered', '(slang) to be deceived', 'to be fooled']",סבן
22557,524,"['turnstile', 'revolving gate']",סבסבת
22558,126,['to be subsidized'],סבסד
22559,126,['to subsidize'],סבסד
22560,130,"['(aeronautics) yawing', 'deviation']",סבסוב
22561,132,['subsidization'],סבסוד
22562,392,['(economics) subprime'],סבפרים
22563,262,"['facial expression', '(literary) meaning', 'intent']",סבר
22564,262,"['to opine', 'to think', 'to feel', 'to believe', 'to assume', 'to hypothesize']",סבר
22565,267,"['hypothesis', 'opinion', 'reasonable explanation', 'conjecture']",סברה
22566,267,"['(colloquial) prickly pear cactus', '(colloquial) native Israeli']",סברה
22567,376,['subrogation'],סברוגציה
22568,322,"['(colloquial) sabra cactus', 'sabra fruit (plural)']",סברס
22569,463,"['grandma', '(colloquial) grandmother']",סבתא
22570,472,"['causative', 'causal']",סבתי
22571,878,['causativeness'],סבתיות
22572,67,"['to bow down to', 'to worship', 'to honor']",סגד
22573,68,"['saga', 'legend']",סגה
22574,69,"['sago (starch, tree)']",סגו
22575,79,['segway (two-wheeled scooter)'],סגוי
22576,99,"[""segol (Hebrew vowel, corresponding to short e, as in 'egg')"", 'biblical cantillation symbol']",סגול
22577,99,"['adaptation', 'adjustment']",סגול
22578,149,"['tormented', 'tortured']",סגוף
22579,149,"['mortification', 'self-denial']",סגוף
22580,159,"['ascetic', 'mortifying', 'self-denying']",סגופי
22581,269,"['closed', 'shut', 'sealed', 'shut up (inside somewhere)', 'turned off (a machine)']",סגור
22582,269,"['(literary) closure', 'seal']",סגור
22583,73,"['(Aramaic) much', 'great', 'enough', 'sufficiently']",סגי
22584,82,"['(pagan ritual) prostration', 'worship', 'honoring', 'adoration', 'submission']",סגידה
22585,509,"['adaptability', 'versatility']",סגילות
22586,273,['closer'],סגיר
22587,273,['shackle'],סגיר
22588,278,"['closure', 'closing']",סגירה
22589,679,"['closure', '(psychology) closedness']",סגירות
22590,93,"['purple', 'violet']",סגל
22591,93,"['purple (color)', 'violet (color)']",סגל
22592,93,"['personnel', 'senior staff']",סגל
22593,93,['to adapt'],סגל
22594,93,['violet (plant)'],סגל
22595,93,['violet (plant)'],סגל
22596,126,"['oval', 'elliptical']",סגלגל
22597,126,"['mauve', 'lavender', 'purplish']",סגלגל
22598,532,"['ovalness', 'ellipticalness']",סגלגלות
22599,532,['violet (color)'],סגלגלות
22600,98,"['specialness', 'unique quality', 'talisman', 'supernatural cure', 'folk remedy']",סגלה
22601,129,['retrofit'],סגלול
22602,149,['jacaranda (plant)'],סגלון
22603,103,"['special', 'unique', '(physics) specific']",סגלי
22604,509,"['(literary) specialness', 'uniqueness']",סגליות
22605,503,['violet (plant)'],סגלית
22606,503,['Sigalit (Hebrew name)'],סגלית
22607,162,"['segment', 'part', 'section', 'unit']",סגמנט
22608,267,['segmentation'],סגמנטציה
22609,113,"['deputy', 'vice-president']",סגן
22610,113,['(military) first lieutenant'],סגן
22611,169,['style'],סגנון
22612,169,"['styling', 'fashioning', 'designing']",סגנון
22613,179,['stylistic'],סגנוני
22614,519,['deputyship'],סגנות
22615,163,"['to be stylized', 'to be polished', 'to be refined']",סגנן
22616,163,"['to stylize', 'to polish', 'to refine']",סגנן
22617,126,['to alloy'],סגסג
22618,126,['to alloy'],סגסג
22619,526,['alloy'],סגסגת
22620,143,['to practice self-denial'],סגף
22621,193,['ascetic (person)'],סגפן
22622,599,['asceticism'],סגפנות
22623,203,"['ascetic', 'mortifying', 'self-denying']",סגפני
22624,263,"['curfew', 'closure', 'closure', 'clasp', '(dentistry) bite']",סגר
22625,263,"['to close', 'to lock', 'to shut', 'to turn off (a machine, a light)', 'to hang up (a telephone)', 'to close in', 'to shut in', 'to close down (a business)', 'to close in on someone or something (על)']",סגר
22626,297,['segregative'],סגרגטיבי
22627,473,['heavy rain'],סגריר
22628,483,"['wintry', 'cold', 'rainy (weather)']",סגרירי
22629,64,['splint'],סד
22630,70,['sadomasochism'],סדו
22631,110,"['Sodom (industrial zone on the Dead Sea)', '(biblical history) Sodom (ancient city destroyed by God together with Gomorrah)']",סדום
22632,170,"['split', 'cracked']",סדוק
22633,170,"['cracking', 'fissuring']",סדוק
22634,270,"['organizing', 'tidying', 'arranging', 'order', 'arrangement', '(colloquial) ""fix""', 'revenge', 'סידורים - (colloquial) errands']",סדור
22635,270,['prayer book'],סדור
22636,270,"['organized', 'arranged']",סדור
22637,280,['ordinal (number)'],סדורי
22638,121,['sadism'],סדיזם
22639,173,['sediment'],סדימנט
22640,278,['sedimentation'],סדימנטציה
22641,124,['sheet'],סדין
22642,143,['sadist'],סדיסט
22643,153,['sadistic'],סדיסטי
22644,179,"['cracking', 'splitting']",סדיקה
22645,274,"['regular', 'systematic']",סדיר
22646,274,['(military) regular service'],סדיר
22647,680,"['regularity', 'systematicness']",סדירות
22648,434,['(military slang) conscript'],סדירניק
22649,114,"['anvil', '(weaponry) breech block', '(literary) tree stump']",סדן
22650,119,['workshop'],סדנה
22651,169,['sedation'],סדציה
22652,164,"['crack', 'fissure', '(medicine) fracture', 'slit']",סדק
22653,164,"['to crack', 'to split']",סדק
22654,174,['(phonetics) glottal'],סדקי
22655,574,['(sewing) notions'],סדקית
22656,264,"['order', 'organization', 'arrangement', 'הסדר - (Jewish ritual) the Seder (festive meal conducted on the first night of Passover)', 'כסדרו - in an orderly fashion', 'properly']",סדר
22657,264,['(typography and printing) composition'],סדר
22658,264,"['(typesetting and printing) typesetter', 'compositor']",סדר
22659,264,"['to organize', 'to tidy', 'to arrange', 'to adjust', 'to take care of', 'to handle', '(colloquial) to fool', '""to fix""', 'to take revenge on', '(colloquial) to set up financially']",סדר
22660,264,"['to put in order', 'to be tidied']",סדר
22661,269,"['series', 'sequence', 'set', '(military) outdoor training session', '(military) seminar', '(biology) order']",סדרה
22662,670,['typesetting'],סדרות
22663,314,"['steward', 'usher']",סדרן
22664,674,['serial'],סדרתי
22665,265,"['(literary) prison', 'gaol']",סהר
22666,265,"['(literary) moon', 'crescent']",סהר
22667,270,['Sahara desert'],סהרה
22668,321,"['croissant', '(anatomy) meniscus']",סהרון
22669,481,"['somnambulant', 'daydreaming', 'dazed', 'moonstruck']",סהרורי
22670,887,"['somnambulism', 'daydreaming']",סהרוריות
22671,320,"['(Jewish culture) Saharana (Kurdish Jewish picnic festival, held during the intermediate days of Sukkot)']",סהרנה
22672,117,"['tumultuous', 'noisy']",סואן
22673,157,['Suez canal'],סואץ
22674,68,"['sub- (subterranean, subtropic, subtitle)']",סוב
22675,69,"['drunkard', 'tippler']",סובא
22676,70,"['to turn (key, knob, steering wheel)', 'to spin', 'to surround', 'to encircle', '(flowery) to wander', '(colloquial) to wrap', 'to bind', '(colloquial) to twist (words)']",סובב
22677,70,"['to be turned (key, knob, steering wheel)', 'to be spun', 'to be encircled', 'to be surrounded', 'to be wrapped', 'to be bound', 'to be twisted (words)']",סובב
22678,70,"['surroundings', 'environment']",סובב
22679,127,"['subtle', 'refined', 'sophisticated', 'polished']",סובטילי
22680,373,['subtropic'],סובטרופי
22681,87,"['soviet', 'consular', 'the supreme council in the former Soviet Union']",סוביט
22682,97,['Soviet'],סוביטי
22683,128,['bran'],סובין
22684,187,['subject'],סוביקט
22685,209,['subjective'],סוביקטיבי
22686,615,['subjectivity'],סוביקטיביות
22687,256,['subjectivism'],סוביקטיביזם
22688,253,"['(psychology, chemistry) sublimation']",סובלימציה
22689,554,"['tolerance', 'open-mindedness']",סובלנות
22690,158,"['tolerant', 'open-minded']",סובלני
22691,328,"['souvenir', 'trinket']",סובניר
22692,292,"['substance', 'solidity', 'essence']",סובסטנציה
22693,346,"['substratum', 'foundation', 'basis']",סובסטרט
22694,157,['subsidy'],סובסידיה
22695,318,['sovereign (coin)'],סוברן
22696,328,['sovereign'],סוברני
22697,734,['sovereignty'],סוברניות
22698,69,"['type', 'sort', 'kind', 'quality', 'category', 'class', 'rank', 'level', '(biology) genus']",סוג
22699,69,"['to classify', 'to categorize']",סוג
22700,69,"['to be classified', 'to be categorized']",סוג
22701,74,['genre'],סוגה
22702,79,"['generic', 'categorical']",סוגי
22703,84,"['issue', 'matter', 'question', 'problem']",סוגיה
22704,99,['(linguistics) feature'],סוגל
22705,119,['binder'],סוגן
22706,525,['speciesism'],סוגנות
22707,160,['suggestive'],סוגסטיבי
22708,153,['suggestion'],סוגסטיה
22709,269,"['(medieval poetry) second line of a verse', 'second hemistitch', 'second (closing) part of a line', 'bracket', 'parenthesis']",סוגר
22710,269,['cage'],סוגר
22711,269,['(anatomy) sphincter'],סוגר
22712,319,"['brackets', 'parentheses', 'בסוגריים - parenthetically', 'by the way', 'incidentally']",סוגרים
22713,70,['secret'],סוד
22714,75,"['soda', 'soda water']",סודה
22715,80,"['secret', 'mysterious', '(military) classified']",סודי
22716,126,['sodium (chemical element)'],סודיום
22717,486,"['secrecy', 'בסודיות - secretly']",סודיות
22718,120,['Sudan'],סודן
22719,130,['Sudanese'],סודני
22720,130,['Sudanese (person)'],סודני
22721,270,"['(rare) sweater', 'headkerchief', 'scarf', 'shawl']",סודר
22722,270,"['sweater', 'jumper', 'pullover']",סודר
22723,270,['ordinal'],סודר
22724,270,['ordinal'],סודר
22725,270,['ordinal'],סודר
22726,270,['ordinal'],סודר
22727,270,['ordinal'],סודר
22728,270,['ordinal'],סודר
22729,270,['ordinal'],סודר
22730,270,['ordinal'],סודר
22731,270,['ordinal'],סודר
22732,320,"['file', 'folder', 'index file', 'organiser']",סודרן
22733,521,['Swahili (language)'],סוהילית
22734,271,"['prison guard', 'warder', 'jailer', 'turnkey']",סוהר
22735,75,"['classification', 'categorization']",סווג
22736,167,['Swaziland'],סוזילנד
22737,209,['sousaphone'],סוזפון
22738,154,"['stirring', 'delightful']",סוחף
22739,214,"['forceful', 'inciteful', 'sweeping']",סוחפני
22740,274,"['merchant', 'trader']",סוחר
22741,80,"['perverted', 'deviant']",סוטה
22742,80,"['pervert', 'deviant']",סוטה
22743,80,['(Jewish law) adulteress'],סוטה
22744,280,['(Buddhism and Hinduism) sutra'],סוטרה
22745,81,"['soya bean', 'soybean']",סויה
22746,90,['(music) suite'],סויטה
22747,90,['(accommodations) suite'],סויטה
22748,129,['(music) swing'],סוינג
22749,106,"['canopy', 'awning', 'marquee', '(botany) umbel']",סוכך
22750,106,"['to conceal', 'to cover', 'to protect']",סוכך
22751,111,"['gazebo', 'moveable structure providing a shady resting place']",סוככה
22752,166,['(botany) umbels'],סוככיים
22753,136,"['agent', 'secret agent']",סוכן
22754,542,"['agency', 'הסוכנות - the Jewish Agency']",סוכנות
22755,304,['sucrose'],סוכרוזה
22756,96,"['(music) sol', 'the note G']",סול
22757,96,['sole (fish)'],סול
22758,96,['soul music'],סול
22759,157,['(chemistry) solvent'],סולבנט
22760,167,['(finance) solvent'],סולבנטי
22761,101,['gannet (bird)'],סולה
22762,102,['solo'],סולו
22763,102,"['solo', 'alone']",סולו
22764,120,"['solid', 'serious', 'sound', 'stable', 'reliable', 'conservative']",סולידי
22765,526,"['solidity', 'seriousness', 'soundness', 'stability', 'reliability', 'conservativeness']",סולידיות
22766,320,['solidary'],סולידרי
22767,726,"['solidarity', '(Polish politics) Solidarity']",סולידריות
22768,111,"['sole (of a shoe)', '(slang) sole of hashish']",סוליה
22769,315,"['solitaire', 'patience (game)']",סוליטר
22770,175,['soloist'],סוליסט
22771,303,['(philosophy) solipsism'],סוליפסיזם
22772,506,['sole (fish)'],סולית
22773,131,"['battery', 'embankment', 'dike', 'rampart', 'mound']",סוללה
22774,146,['soloist'],סולן
22775,192,['nightshade (plant)'],סולנום
22776,206,['nightshades (plant)'],סולניים
22777,181,['(pharmacy) sulfa'],סולפה
22778,286,['(pharmacy) sulphonamide'],סולפונמיד
22779,185,['(chemistry) sulphate'],סולפט
22780,200,['(chemistry) sulphide'],סולפידי
22781,586,['(chemistry) sulphate'],סולפתי
22782,246,['(gas purification) scrubber'],סולקן
22783,296,['diesel fuel'],סולר
22784,306,['solar'],סולרי
22785,352,"['solarium', 'sun room', 'tanning room']",סולריום
22786,107,['someone who is blind'],סומא
22787,514,['sombrero'],סומבררו
22788,112,['(sports) sumo'],סומו
22789,457,['(medicine) somatoform'],סומטופורמי
22790,125,['somatic'],סומטי
22791,320,['Sumatra'],סומטרה
22792,126,"['support', 'post', '(Jewish ritual) assistant cantor']",סומך
22793,126,"['(grammar) compositional morpheme', 'second word in a construct state']",סומך
22794,131,"['(literary) support', 'armrest']",סומכה
22795,146,['Somali (person)'],סומלי
22796,146,"['Somali', 'Somalian']",סומלי
22797,151,['Somalia'],סומליה
22798,151,"['sommelier', 'wine steward']",סומליה
22799,546,['Somali (language)'],סומלית
22800,212,['sesame'],סומסום
22801,121,['savanna'],סונה
22802,130,['(music) sonata'],סונטה
22803,130,['sonnet'],סונטה
22804,126,['(Islam) Sunni (person)'],סוני
22805,126,['(Islam) Sunni'],סוני
22806,316,['sonar'],סונר
22807,126,"['horse', '(chess) knight']",סוס
22808,126,['licorice (candy)'],סוס
22809,412,['Trojan horse'],סוס טרויאני
22810,176,['walrus'],סוס ים
22811,131,['mare'],סוסה
22812,182,"['pony', 'foal']",סוסון
22813,136,['equine'],סוסי
22814,137,['Sussiya (name of settlement)'],סוסיא
22815,140,"['diner', 'dinner-guest']",סועד
22816,141,['(literary) stormy'],סועה
22817,141,"['(literary) gale', 'storm', 'tempest']",סועה
22818,336,"['stormy', 'temperamental']",סוער
22819,146,"['end', 'finish', 'death']",סוף
22820,146,"['rush', 'bulrush']",סוף
22821,146,['(communications) over and out'],סוף
22822,524,['weekend'],סוף שבוע
22823,745,['long weekend'],סוף שבוע ארך
22824,149,['absorbent'],סופג
22825,209,['absorbent'],סופגני
22826,151,['storm'],סופה
22827,156,"['final', 'last', 'finite']",סופי
